gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,fcf_trend,fcf_trend_r2,fcf_volatility,cluster,cluster_name
209440,VOSSLOH AG,11,0.6731608866907794,0.4399015798368597,3.2095275871686733,3.800381788775559,0.32825727493087176,20.97587316955589,0.7992154785469279,0.3953218819008001,4.0196520322030755,-1.0900000000000174,0.0004726299359424624,158.54986805783543,-0.8988578956176108,-0.012455630341486725,0.031648222720312105,0.2214068471758131,9.419090909090908,0.35168829862653606,50.226166174565236,4,Growing
206703,SGL CARBON SE,11,0.6382247124150813,0.8481775939166228,2.191443199140694,3.8087258676189144,0.18076641014855444,28.32832190361377,0.8376659291904817,0.8439679569270401,2.883419774475507,-11.06545454545454,0.04488008428142285,165.17428161122763,-2.598863738336077,-0.13135378086276403,0.3216184148532689,0.7324401187896499,20.57,0.8037025318850123,72.55822056735424,4,Growing
100102,BILFINGER SE,11,0.5695337436079179,0.5407423370573197,2.449200127145734,2.2161037252089764,0.564608423035581,9.326450882408352,0.4126368727273162,0.5153294296066727,1.8177140365653566,-203.60272727272726,0.2851087648468285,1205.8084050760576,-4.150858180766304,-0.00039443784884686355,0.00011585635504330369,0.11588271217694304,33.99909090909091,0.49024155259863134,153.5543928718678,4,Growing
102187,PORSCHE AUTOMOBIL HOLDING SE,11,0.015974187631499267,0.5615987276418497,0.06337525582315078,-2.5967060005961065,0.1840660401081278,19.139736166389206,943.7404556838312,0.5175385742396469,1855.2233760041122,-0.6090909090909093,0.001632957439068754,47.66446083243029,,0.014792882609628261,0.5067588575558716,0.06571312742756447,173.1,0.9044976431860684,203.49247529085687,4,Growing
100004,ALTANA AG,11,-0.4294549207168277,0.7007472582499219,1.6223213352994572,-0.5452305191279143,0.5225549415582613,2.385141658824102,-0.6327483285192008,0.7372969057825468,2.33028908492473,112.35146363636363,0.8245511120904775,391.2640478104163,4.962984628067524,-0.004314428789918088,0.04802237947000939,0.06225890350962744,-6.00260909090909,0.058063456261246434,78.77503769868822,4,Growing
295421,EVONIK INDUSTRIES AG,11,-0.4331087574281221,0.5877928288171036,1.786425147115358,-1.1903385759514047,0.5917471046481592,4.893306703751752,-0.5681103448253229,0.6121628501700321,2.2961444835108265,306.8636363636364,0.3342305161829696,1678.5039875924144,1.6120373324505888,0.013326028371808202,0.13226551677762396,0.1158717102167621,39.58181818181818,0.19642204308261318,282.4233677967989,4,Growing
319665,ALLANE SE,11,-0.5019966193768127,0.9017074241762841,1.671737058049805,-8.75597329758977,0.39238732576010354,44.20251120619222,-0.8366671539152435,0.8326079153159311,2.899562350844524,5.636345454545452,0.0626283477347839,71.22166565329505,2.6457089742244255,-0.06355223808152899,0.008618809004286677,2.164747372074472,,,,4,Growing
100083,BEIERSDORF AG,11,-0.5141279617984581,0.7410026651051637,1.8886928639604164,-0.6823819037512364,0.7678657660515293,2.4625488150890216,-0.15217338384611181,0.2707791238919422,0.924764412760078,326.76363636363635,0.8449818090711269,1124.1131821489294,4.595522763056659,0.0,0.0,0.005544862366089686,11.918181818181818,0.031801371066971354,211.3426187008641,4,Growing
17436,BASF SE,11,-0.5203910451744728,0.4618113988120526,2.421572580770398,-1.7381982240373897,0.5355901335056996,7.510745009251506,-0.5584299133540365,0.5278355347349147,2.430632843352111,568.4818181818182,0.042123343710344194,8759.012785423172,-1.292391284636929,0.009783718602490584,0.23775978726264552,0.06345045655132885,-116.9909090909091,0.11235853006194121,1103.695041123975,4,Growing
101942,HENKEL AG & CO KGAA,11,-0.5473890250484145,0.7328551278800158,2.022027325018474,-0.8900168753756615,0.7182492289534603,3.3209371542503607,-0.48889910488203714,0.4629066347167239,2.2723359500604876,454.2181818181818,0.7859325624624647,1620.2121073264675,2.768199524629389,0.0002776439271286149,0.0002703952541836833,0.05339353146889914,33.654545454545456,0.033629058984863444,580.3451666006139,4,Growing
212782,FRESENIUS MEDICAL CARE AG,11,-0.5856538257175631,0.854743764494326,2.003194015091229,-0.9202199467205865,0.5543745161155664,3.9083190883658587,-0.6851539358300058,0.8139810324935125,2.401491281790881,267.15880909090896,0.618203871681743,1074.4931187480488,1.826673001114032,-0.001137819285671499,0.0005530160315018531,0.15300457961309594,104.41930909090907,0.2917255854864119,611.3551221486075,4,Growing
358679,SCHOTT PHARMA AG & CO KGAA,5,-0.591496557288598,0.8773030349061104,0.8930841939903222,-1.3506627926575883,0.48447193938123456,2.744274943095908,0.9721526029538595,0.6358118199172683,1.724190081729318,99.5658,0.9654989324891768,143.3010215837975,13.133840565512633,0.027805812450124548,0.7412409341909099,0.045674193724030164,9.409799999999999,0.2814242001090615,25.08503264179659,4,Growing
222340,DUERR AG,11,-0.5956246158064404,0.5985592575887407,2.434552037050489,-2.0730843309799867,0.6583738423704887,8.079429305380526,-0.4965662083968718,0.5263646183349368,2.1643815234368144,121.27493636363633,0.5291198748869977,527.2225993414266,5.239566119119732,0.033873974169254,0.5920533514574466,0.13921490330453046,8.575618181818182,0.185071974457314,63.03693770446836,4,Growing
202305,FRESENIUS SE & CO KGAA,11,-0.6014501900591713,0.8343323599606017,2.082236822640107,-0.9208599646824854,0.6849594788227638,3.5185291385387285,-0.8000602505664848,0.7836426553184878,2.858009447736218,154.43636363636364,0.006010686667819464,6299.230824093256,-0.6187280154999142,-0.05328287744908674,0.4034613332050313,0.2652691284320109,115.86363636363637,0.189287157272427,842.1444292218655,4,Growing
