dltt,xint,seq,invt,dlc,emp,gsector,naics,ebitda,fincf,ivst,che,at,lt,revt,ivch,oancf,loc,oibdp,ggroup,gind,sale,sic,rect,gsubind,ebit,xsga,act,fyear,ib,isin,dp,xrd,datadate,capx,lct,dvt,cogs,gvkey,conm,ppent,ceq,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,operating_margin,gross_margin,roc,current_ratio,quick_ratio,cash_ratio,cash_ratio_enhanced,working_capital_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,interest_coverage,net_debt_to_ebitda,debt_to_assets,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,capital_intensity,working_capital_turnover,inventory_turnover,asset_quality,capex_to_revenue,capex_to_depreciation,fcf,fcf_margin,reinvestment_rate,cash_conversion,financial_leverage,rnd_intensity,dividend_payout_ratio,retention_ratio,revenue_growth,asset_growth,employee_growth,fcf_growth,capex_growth,margin_trend,leverage_trend,capex_trend,fcf_trend,margin_volatility,leverage_volatility,cf_to_assets,cashflow_volatility,margin_consistency,growth_quality,ebitda_outlier,ebit_outlier,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,operating_margin_outlier,gross_margin_outlier,roc_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,cash_ratio_enhanced_outlier,working_capital_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,interest_coverage_outlier,net_debt_to_ebitda_outlier,debt_to_assets_outlier,asset_turnover_outlier,revenue_per_employee_outlier,receivables_turnover_outlier,days_sales_outstanding_outlier,capital_intensity_outlier,working_capital_turnover_outlier,inventory_turnover_outlier,asset_quality_outlier,capex_to_revenue_outlier,capex_to_depreciation_outlier,fcf_outlier,fcf_margin_outlier,reinvestment_rate_outlier,cash_conversion_outlier,financial_leverage_outlier,rnd_intensity_outlier,dividend_payout_ratio_outlier,retention_ratio_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,fcf_growth_outlier,capex_growth_outlier,margin_trend_outlier,leverage_trend_outlier,capex_trend_outlier,fcf_trend_outlier,margin_volatility_outlier,leverage_volatility_outlier,cashflow_volatility_outlier,margin_consistency_outlier,growth_quality_outlier,years_available,latest_year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,efficiency_score,cashflow_score,structure_score,relative_score,overall_score
18764.0,1034.0,23793.0,1146.0,5387.0,482.638,20.0,492110.0,9947.0,-6347.0,616.0,4235.0,69875.0,45665.0,84186.0,,8722.0,DEU,9947.0,2030.0,203010.0,84186.0,4210.0,12949.0,20301010.0,5322.0,372.0,20147.0,2024.0,3332.0,DE0005552004,4625.0,92.0,2024-12-31,2936.0,21171.0,2132.0,70933.0,241456,DEUTSCHE POST AG,30769.0,23793.0,7.6164579606440075,14.004118858487791,6.321716199843204,11.815503765471695,3.957902739172784,11.815503765471695,15.742522509680946,12.50558075052283,0.951631949364697,0.8975012989466723,0.20003778753955884,0.2291341929998583,-1.465474060822898,0.7886353129071576,1.0150464422309082,34.05080500894454,65.35241502683363,5.147001934235977,2.0022117221272744,34.56314847942755,1.204808586762075,174.42886801287924,6.501351455710866,56.14217328296866,36.54883234742118,,61.896160558464224,24.592486583184257,3.487515738958972,0.6348108108108108,5786.0,6.872876725346257,33.662004127493695,163.8857572341225,2.936788130962888,0.10928182833250183,63.985594237695075,36.014405762304925,2.9697399642848454,4.58137516089443,-18.801943485487783,-1.5484090522375316,-13.16178645371192,0.40330400428408303,0.06452802795712036,0.07618462731549844,0.6939544352493967,1.8189449759321399,0.3326216133116856,12.482289803220036,3.202911638225857,0.5407775201877482,0.18620537105265988,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,0.054199244431302036,-0.22487552943997113,-0.18436147619725765,0.9112737296141113,-0.6062265229428057,-0.2532642234995427,-0.16498123372351456,-0.06516590438806434,0,Lower-Mid,44.15200482094373,56.944740688291205,66.35883097369855,95.00347324729472,65.98522185870807,92.03368295761787,97.29028088419189,50.578073616887686,48.44788066957142
451.004,14.129,522.579,0.0,32.191,13.069,25.0,5418.0,159.909,-32.096,5.357,179.047,1720.885,1182.716,1483.814,,146.203,DEU,159.909,2540.0,254010.0,1483.814,7310.0,450.346,25401010.0,117.575,288.739,655.424,2016.0,-140.555,DE0005875306,42.334,21.287,2016-12-31,17.913,516.885,88.2,1003.599,231081,GFK SE,92.489,522.579,6.832240387939927,-26.89641183438294,7.923836815126424,10.776889825813745,-9.47254844609904,10.776889825813745,32.36355769658461,12.076525576145023,1.2680267370885205,1.2680267370885205,0.3463962003153506,0.3567602077831626,8.050450785496995,0.8630350626412467,0.9246353182963726,30.36687518340853,68.7271955999384,8.321537263783707,1.9020067663483609,28.07828530087717,0.8622389061442224,113.53691942765322,3.29483108543209,110.77957884209206,6.233193648260496,10.710442546864062,,36.573797784279606,1.2072267817934053,0.42313506873907497,128.29,8.645962364555125,12.252142568893936,124.3487135870721,3.293061910256631,1.4346137723461294,,,-3.8623166902721495,-6.590454002901803,-3.084909158324056,-11.261594648995999,-32.052497818912876,-1.6594393656980002,0.1378205823171777,-0.6735361896385356,-1.1768285116979618,1.842533514258373,0.156250906889541,8.495803031579682,1.3594207806928698,0.8111328393416563,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True,-0.06777622770048759,-0.13511236943628396,-0.07487385746626732,0.33830466030871154,-0.4775064236969158,-0.14945194463260641,0.2940101617991259,-0.17230488104939848,0,Lower-Mid,57.12004286594051,61.581983055855304,89.06381066972651,87.64293195655826,82.7873207524189,89.5865209846871,99.94707422037806,51.471050846576205,56.346805066065926
2112.0,66.0,3363.0,1753.0,722.0,12.892,20.0,336412.0,1178.0,736.0,858.0,2605.0,12484.0,9047.0,7411.0,,714.0,DEU,1178.0,2010.0,201010.0,7411.0,3724.0,3079.0,20101010.0,832.0,293.0,7519.0,2024.0,633.0,DE000A0D9PT0,346.0,339.0,2024-12-31,459.0,6049.0,118.0,5813.0,273099,MTU AERO ENGINES AG,1537.0,3363.0,6.664530599166933,18.822479928635147,11.226555120766427,15.895290783969775,8.541357441640804,15.895290783969775,21.56254216704898,15.19634703196347,1.2430153744420565,0.9532154075053728,0.4306496941643247,0.5724913208794842,11.775072092278116,0.6280107047279215,0.8426999702646447,26.93848125600769,72.4687600128164,12.606060606060606,0.19439728353140917,22.701057353412367,0.593639859019545,574.8526217809494,2.4069503085417345,151.64417757387665,20.739441370935097,5.041496598639456,3.316029663434113,45.53027875680872,6.193496154365133,1.3265895953757225,255.0,3.440831196869518,64.28571428571429,85.8173076923077,3.712161760333036,4.574281473485359,18.64139020537125,81.35860979462875,38.18758157747531,22.344178753430022,5.9326211996713285,-42.69662921348315,38.25301204819278,-0.522577306925928,-0.011729329632645275,0.40419579056910093,0.2879084999951017,4.773797471147643,0.14849214132229066,5.7193207305350855,1.8780075002062253,0.13181529255894736,-0.008116966790129935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.12769364366670952,-0.09821105851913285,-0.2653523096644242,0.01507201130233448,-0.6046915908612959,-0.41787915944280535,-0.050147850082913066,-0.13031006306097642,0,Lower-Mid,53.13438829952244,59.85377413719682,86.5949215447494,80.66834655306934,79.87800406351533,87.45829211281064,96.70862918062807,51.8605452421173,53.273045412082574
790.796,32.651,649.869,223.59,30.171,7.984,20.0,3363.0,204.891,440.69,0.0,109.426,1910.888,1233.16,1305.926,,196.976,DEU,204.891,2010.0,201060.0,1305.926,3714.0,209.011,20106020.0,126.513,189.683,571.867,2024.0,70.178,DE000STAB1L8,78.378,34.378,2024-09-30,53.548,290.691,28.405,883.474,315582,STABILUS SE,300.311,649.869,6.6206392002043035,10.798791756492461,9.68760863938692,15.689326960333128,5.3738113798178455,15.689326960333128,32.34884671872678,8.781569622361896,1.9672676484652087,1.1981003883849173,0.376434082926544,0.376434082926544,14.714415496878939,1.2168544737477862,1.2632807535057067,34.00874357890154,64.5333478466556,3.874705215766745,3.472778208901319,42.9625912141371,0.6834131566057247,163.56788577154308,6.248120912296482,58.41756347603157,22.996019682585384,4.644514467806641,3.951312670512993,16.664346628373824,4.100385473602639,0.6832019189058154,143.428,10.982858140507195,27.18503777109902,155.69625255902554,2.9404203000912488,2.632461563672061,40.47564763886118,59.52435236113882,7.4611562685660715,43.21223408441097,6.995443580809435,9.91746304229537,12.45799731182795,0.2725675188843278,-0.24692377243173472,-0.18834501152958566,-0.0028283717082525136,2.3912224167607414,1.1208187859020873,10.308087130171941,2.3470718783997153,0.14292261055205147,0.38633353248229296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.3369955226995398,-0.08284892642273599,0.13200845760215385,-0.31849972198249954,-0.3406742949626951,0.00840025618224837,0.07343087859679831,-0.18585257832134006,0,Lower-Mid,56.13589967960031,61.36683837710392,79.30618265378764,89.05384478980686,87.23383021572609,91.26290730695433,97.31805749448642,52.05587945520363,56.71818655860051
41321.0,1785.0,51264.0,10923.0,6598.0,327.0,20.0,999977.0,12658.0,-8880.0,1060.0,10216.0,147812.0,91581.0,75930.0,,11665.0,DEU,12658.0,2010.0,201050.0,75930.0,9997.0,34677.0,20105010.0,9659.0,13984.0,61353.0,2024.0,8216.0,DE0007236101,2999.0,6435.0,2024-09-30,2088.0,43913.0,4160.0,43108.0,19349,SIEMENS AG,12078.0,51264.0,6.534652125673153,16.026841448189764,12.720927169761623,16.67061767417358,10.820492558935863,16.67061767417358,43.226656130646646,10.432575471188638,1.3971489080682258,1.14840707763077,0.23264181449684604,0.25678045225787355,11.798771412334586,0.80604322721598,0.934749531835206,34.68189321570644,61.95775715097557,5.411204481792717,2.9785906146310634,32.4188834465402,0.5136930695748654,232.2018348623853,2.1896357816420107,166.69438956934016,15.906756222836824,4.353784403669724,3.9465348347523572,30.371688360890865,2.7499012248123273,0.6962320773591197,9577.0,12.612932964572632,17.899699957136733,120.76819546536908,2.883348938826467,8.474911102331093,50.63291139240506,49.36708860759494,-2.3646954442001267,1.8922291079294329,2.187500000000009,-4.430695539367324,-5.86113615870153,0.4274657300079713,0.03051371519563571,0.02171972230745273,0.7932198642492456,1.833229520947242,0.17366750546714438,7.891781452114849,0.9997692922485408,0.5980832047422889,-0.397258245788941,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.503341269755387,-0.08300791368601046,-0.32619151563055715,-0.20988257432730092,-0.22870798918256324,-0.04311324822792223,0.2994773013519445,-0.1801882835060522,0,Lower-Mid,50.12064280414027,55.197195942009124,90.28651540998094,94.90604434972002,73.29636299029029,89.11205386761097,96.88252579028347,53.521030852676134,51.57275519357348
170.5,18.8,726.1,246.9,61.1,4.321,20.0,336510.0,150.3,-83.9,0.3,95.0,1490.8,738.9,1209.6,,136.4,DEU,150.3,2010.0,201060.0,1209.6,3490.0,307.1,20106010.0,96.0,230.0,666.9,2024.0,69.2,DE0007667107,54.3,15.2,2024-12-31,55.7,513.5,21.253,826.1,209440,VOSSLOH AG,307.2,726.1,6.439495572846794,9.530367717945188,7.936507936507938,12.425595238095239,5.720899470899472,12.425595238095239,31.704695767195762,10.70711577068927,1.29873417721519,0.8179162609542356,0.18500486854917234,0.18558909444985394,10.289777300778105,0.2348161410274067,0.3189643299820961,48.70539307754226,49.56399248725516,5.106382978723404,0.9088489687292082,15.53528306949289,0.811376442178696,279.9352001851423,3.938782155649625,92.66823743386244,25.396825396825395,7.885267275097784,3.3458890238963144,26.97209551918433,4.604828042328043,1.0257826887661143,80.7,6.671626984126985,40.83577712609971,142.08333333333334,2.0531607216636827,1.2566137566137567,30.71242774566474,69.28757225433526,-0.38705426994977143,7.043871616284902,7.567836694050278,15.450643776824036,-17.35905044510386,0.7992154785469279,-0.0334285483156408,0.1003992410371543,0.7631793406940446,4.215846617939716,0.253157852186241,9.149449959753152,3.7116133384116874,0.3953218819008001,0.5125365818492017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.6958571100215744,-0.019734688306559896,0.19147102845527988,0.05526386291413865,-0.21810850567286025,-0.04156912453810529,0.04309961752526149,0.04946536718967067,0,Lower-Mid,53.46975098476343,64.06146468650638,90.15038186539367,67.03859406126617,93.80199905675246,90.72839761175233,90.76307207200573,51.649126051528214,54.974352595846135
18373.0,154.0,22205.0,9012.0,10293.0,104.919,20.0,333924.0,5623.0,403.0,2205.0,8758.0,73854.0,51004.0,54077.0,632.0,1555.0,DEU,5623.0,2010.0,201060.0,54077.0,3537.0,20151.0,20106010.0,4549.0,5512.0,38455.0,2024.0,2900.0,DE000DTR0CK8,1074.0,1750.0,2024-12-31,1417.0,23603.0,1486.0,38745.0,351590,DAIMLER TRUCK HOLDING AG,12794.0,22205.0,6.1594497251333715,13.060121594235532,8.412079072433752,10.398135991271705,5.36272352386412,10.398135991271705,28.35216450616713,11.210508157129478,1.6292420455026904,1.247426174638817,0.371054526966911,0.4644748548913274,20.109946651501613,0.8274262553478946,1.2909705021391578,30.066076312725105,69.06057898015003,29.538961038961038,3.5404588298061532,38.81441763479297,0.7322149104990928,515.4166547527141,2.6835889037764877,136.0118904525029,23.65885681528191,3.6410584433072986,4.299267643142477,39.14344517561676,2.6203376666605025,1.319366852886406,138.0,0.2551916711356029,91.12540192926045,34.18333699714223,3.3260076559333482,3.236126264400762,51.241379310344826,48.758620689655174,-3.243871891214889,3.710048868168281,0.48172693840025094,-121.5625,38.109161793372316,0.7266982425643214,-0.23033827316018007,-0.07801387965298195,-0.4257079427443689,2.7731776397988606,0.6562814513663305,2.105505456711891,2.9284351018323878,0.3204495168611029,-0.806866012852634,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,True,-0.18118695331603724,-0.06407620269553461,0.27378065846686483,-0.2437925061901525,-0.4493451050062915,-0.2587051140322882,0.16294219308364422,0.1642629294903302,0,Lower-Mid,55.25772092089559,65.89359414944643,70.63519949188886,87.18270598050701,90.60801610630554,84.48143037534295,99.6886167867675,52.1656513467439,57.59128021224406
13455.0,476.0,18199.0,4179.0,2754.0,72.0,35.0,334510.0,3944.0,-1657.0,0.0,2683.0,46055.0,27807.0,22363.0,,2826.0,DEU,3944.0,3510.0,351010.0,22363.0,3845.0,7205.0,35101010.0,2809.0,3681.0,14443.0,2024.0,1942.0,DE000SHL1006,1135.0,2006.0,2024-09-30,696.0,11573.0,1063.0,12760.0,326765,SIEMENS HEALTHINEE,3868.0,18199.0,6.099229182499186,10.670915984394746,12.560926530429729,17.636274202924472,8.683986942717882,17.636274202924472,42.94146581406788,8.87407594616794,1.247991013566059,0.8868919035686512,0.23183271407586625,0.23183271407586625,6.231679513625013,0.7393263366119017,0.8906533326006923,39.51579633047444,60.377809141244164,5.901260504201681,3.4295131845841786,35.19487569210726,0.48557159917489956,310.59722222222223,3.1038167938931296,117.59714707329071,17.296427134105443,7.79198606271777,3.053362048336923,21.46998154380632,3.1122836828690246,0.613215859030837,2130.0,9.52466127084917,24.628450106157114,100.60519757920969,2.5306335512940272,8.970173948039172,54.73738414006179,45.26261585993821,3.1503690036900345,-1.347356696084312,1.4084507042253502,66.27634660421546,-16.945107398568016,-0.4776451175456497,-0.2652137876545959,0.06290598133090063,-0.3302687012248217,1.9286414682458912,1.2275754620331256,6.136141569862121,1.8083818439305444,0.5622366133614215,0.25521289966323085,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,True,-0.5729059114795235,-0.08965535902738447,-0.4609442237120591,-0.14544443443488034,-0.14474511339872018,-0.11450345339206815,0.21719938534073532,-0.3156495591736918,0,Lower-Mid,49.813343468541476,57.23505519690472,85.97612137952405,86.39734555109409,71.7018636142364,88.15712704965406,94.23374510454082,51.70062243628241,50.767362524042404
4112.0,449.0,14351.0,6113.0,2768.0,168.761,25.0,3363.0,4364.0,-1072.0,0.0,2966.0,36966.0,22168.0,39719.0,,2934.0,DEU,4364.0,2510.0,251010.0,39719.0,3714.0,8142.0,25101020.0,2242.0,3850.0,17950.0,2024.0,1168.0,DE0005439004,2122.0,4151.0,2024-12-31,1938.0,14269.0,500.015,28796.0,100609,CONTINENTAL AG,9942.0,14351.0,6.065032732781475,8.138805658142289,5.644653692187617,10.98718497444548,2.9406581233162967,10.98718497444548,27.50069236385609,12.143205329578075,1.257971827037634,0.829560585885486,0.2078631999439344,0.2078631999439344,9.957799058594384,0.2865305553619957,0.47940910041112117,38.822160904615046,59.96861981280095,4.993318485523385,0.8968835930339139,18.6116972352973,1.0744738408267056,235.35651009415682,4.878285433554409,74.82137012512904,25.03084166268033,10.790274381961424,4.710616718468837,30.04923443163989,4.879276920365569,0.9132893496701225,996.0,2.507616002416979,66.05316973415133,130.86529884032115,2.575848372935684,10.450917696820161,42.809503424657535,57.190496575342465,-4.1078692917758115,-2.0840838295437814,-16.76933168280209,-17.220744680851052,-8.77424213895689,-0.7538652456830097,0.012807662542078485,-0.12643942471127861,-0.5167188587038252,2.9135851766363854,0.12619547902306635,7.937023210517773,3.213632306621219,0.7364185025449634,0.07969566452998116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.21640436138997793,-0.1033146318818569,0.3359990214215051,0.43672915884744307,-0.30860468177264533,-0.18910238919322905,0.1074251534665649,0.13849202599348528,0,Lower-Mid,59.47329724208522,68.5111889997398,89.07807919954726,88.36761701727622,74.78645523496216,90.12223868304163,94.56920521281552,50.72864555208754,57.546286683754
2156.389,31.382,2436.302,880.842,857.891,20.922,20.0,333924.0,586.483,-386.486,169.617,703.391,7128.36,4692.058,5391.884,0.375,577.958,DEU,586.483,2010.0,201060.0,5391.884,3537.0,1484.87,20106010.0,421.588,1174.82,3073.923,2024.0,288.993,DE0006219934,164.895,135.742,2024-12-31,138.426,2150.206,80.52,3499.164,202807,JUNGHEINRICH AG,1830.59,2436.302,5.914235532436634,11.86195307478301,7.81893675754152,10.877144241233676,5.359777769699793,10.877144241233676,35.10312907325157,9.179542015781161,1.4295946527914067,1.01993994993968,0.3271272612949643,0.4060113310073546,12.958338243298595,0.885107429210336,1.2372357778304988,34.17759484650046,65.82240515349955,13.434070486266013,3.9402489074704645,42.28574314428565,0.7563989473034471,257.7136029060319,3.6312162007448467,100.5172867220437,33.950841672409865,5.837160082579407,3.9725217462382587,30.697958576727324,2.5673030057768305,0.8394796688801963,439.532,8.151733234617065,23.950875323120364,137.09071415694942,2.9258934237216896,2.517524486802757,27.862266560089687,72.1377334399103,-2.776886727046546,3.1621927921229087,68.74621930072189,30.135692481694964,2.857779759250989,0.044525976935936726,-0.0073325371480288835,-0.1342829649973476,0.48601784612682586,0.4426520657875997,0.15472288353991218,8.107867728341441,3.2945715511874747,0.11129985755028808,-0.5606546666031959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11,True,-0.19917914517658655,-0.08123791532846959,0.021174358769214974,-0.053692348114218004,-0.16678929369427065,-0.14555721001417157,0.15203299712984575,0.05582767338850737,0,Lower-Mid,63.81464473561812,66.35150424682742,87.94023584270397,93.70877902469933,95.96517261176137,90.36429455840889,97.20701236506709,52.099413782530995,62.561812537846876
